Title,Course,Description,Source,Prep Time,Cook Time,Total Time,Servings,Yield,Ingredients,Directions,Tags,Rating,Photo Url,Calories,Fat,Cholesterol,Sodium,Sugar,Carbohydrate,Fiber,Protein,Cost,Created At,Updated At
Stir fry noodles met biefstukreepjes,,"Snelle stir fry noodles met biefstukreepjes, champignons, paprika en paksoi. En een lekkere spicy gochujang en sojasaus. In 20 minuten klaar!",https://uitpaulineskeuken.nl/recept/stir-fry-noodles,20,,20,,4 personen,"champignons 200gr
paprika's 2
paksoi 1
gochujang pasta 2el
KIKKOMAN sojasaus 4el
honing 2el
knoflook 2tenen
gezouten pinda's 40gr
bosuien 3
woknoedels 350gr
biefstukreepjes 300gr
sesamolie
peper en zout","# Zo maak je het:
 Maak de champignons schoon en snijd ze door de helft. Halveer de paprika’s, haal de zaadjes er uit en snijd in reepjes. Hak de paksoi in reepjes.
 Meng in een kommetje de gochujang los, voeg KIKKOMAN sojasaus en honing toe en pers de knoflook er boven. Roer goed door elkaar. Hak de pinda’s fijn en de bosui in dunne ringetjes.
Tip: gochujang is een pikante saus, voeg daarom eerst 1 eetlepel toe, proef goed en dan eventueel een tweede lepel erbij.
 Verhit een wok of diepe koekenpan op hoog vuur. Voeg een scheutje sesamolie toe, bestrooi de biefstukreepjes met zout en roerbak ze in 1-2 minuten net gaar. Neem ze uit de pan. Voeg de champignons en paprika toe en roerbak 3 minuten. Voeg de paksoi toe, schenk de saus er bij, voeg de noedels toe en doe de biefstuk terug in de pan. Roerbak alles nog 1 minuut.
 Verdeel de stir fry noedels over de borden en bestrooi met fijngehakte pinda’s en bosuitjes.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/uitpaulineskeuken.nl_recept_stir-fry-noodles.jpg,,,,,,,,,,27/04/2024 11:18,27/04/2024 11:18
"Culy Homemade: poké bowl met kokosgarnalen, hazelnoot en chili-mayo",,"Gek op een lekkere poké bowl? Dan moet je deze poké bowl met kokosgarnalen, hazelnoot en chili-mayo een keertje proberen. De krokante kokosgarnalen zijn trouwens óók heerlijk bij de borrel...",https://www.culy.nl/recepten/poke-bowl-met-kokosgarnalen/,,,,,Ingrediënten,"Voor de rijst:
250 gram sushirijst
400 ml water
5 eetlepels rijstazijn
1 theelepel zout
1 theelepel kristalsuiker


300 gram reuzengarnalen (diepvries, ontdooid en gepeld)

Voor de poké bowls:
1/2 komkommer, in blokjes of schijfjes
2 handen sojaboontjes
2 eetlepels sojasaus (Go-tan)
Sushigember
1 handje hazelnoten, fijngestampt in een vijzel
2 stengels bosui, in ringtjes
1 norivel, in vierkantjes geknipt
Witte & zwarte sesamzaadjes
Mayonaise (zoveel als je wilt)
Sriracha (naar smaak) (Go-tan)","Maak eerst de sushirijst. Spoel de rijst af onder stromend water, tot het water helder is. Doe de rijst met 400 ml water in een pan en breng aan de kook. Kook de rijst 15 minuten op laag vuur, leg het deksel op de pan en zet het vuur uit. Laat de sushirijst zo 10 minuten staan.
Verwarm in een ander pannetje de rijstazijn, suiker en zout tot alles is opgelost. Schep door de sushirijst en laat afkoelen.
Zet alle ingrediënten voor de poké bowls klaar. Roer de sojasaus door de sojaboontjes. Meng de sriracha door de mayonaise en proef of de chilimayo naar je zin is.
Bak de garnalen in porties (niet teveel tegelijk, want dan koelt de olie af) in ongeveer een minuut goudbruin. Schep ze met een schuimspaan uit de hete olie en laat ze uitlekken op een driedubbele laag keukenpapier.
Maak de poké bowls op en leg de krokante kokosgarnalen er bovenop. Serveer met de chilimayo.",Bowls,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/culy.nl_recepten_poke-bowl-met-kokosgarnalen.jpg,,,,,,,,,,05/05/2024 8:51,05/05/2024 8:51
"Culy Homemade: simpele pasta met groene asperges, prosciutto & dragon - Culy.nl",,"Te uitgeput om te koken maar wel berehonger? Deze simpele pasta met groene asperges, krokant gebakken prosciutto en dragon is wat je nodig hebt.",https://www.culy.nl/recepten/simpele-pasta-met-groene-asperges/,,,,4,4,"400 gram tagliatelle
350 gram groene asperges
90 gram prosciutto
Flinke hand verse dragon, fijngehakt
150 gram Parmezaanse kaas, geraspt
1 citroen, de geraspte schil en het sap
Olijfolie
Zout & peper","Snijd de harde uiteindes van de asperges (ongeveer 2 cm van de kontjes) en snijd de asperges in stukken.
Bak de plakjes prosciutto in een droge koekenpan knapperig. Laat ze uitlekken op keukenpapier.
Zet een pan met kokend water op voor de pasta. Voeg lekker wat zout toe en doe de tagliatelle erin. Volg voor de kooktijd de aanwijzingen op de verpakking en voeg 2 minuten voor het einde van de kooktijd de stukjes asperge toe.
Giet de pasta af, maar bewaar ongeveer 200 ml van het kookvocht. Doe de pasta terug in de pan en bestrooi met driekwart van de Parmezaanse kaas. Voeg wat van het kookvocht toe en haal de pasta er met een tang doorheen, om een romig laagje te creëren.
Meng de dragon erdoorheen en breng op smaak met de geraspte citroenschil, een kneepje citroensap en wat zwarte peper.
Schep de pasta met groene asperges op de borden en verdeel de knapperig gebakken prosciutto er in stukjes overheen. Bestrooi tot slot met de rest van de Parmezaanse kaas en val aan.",Pasta,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/culy.nl_recepten_simpele-pasta-met-groene-asperges.jpg,,,,,,,,,,05/05/2024 8:55,05/05/2024 8:55
Snelle Spaghetti Brandt & Levie,,,,,,,,,"1 Blik brandt en levie saus
400 gram spaghetti
100 gram rucola 
60 gram parmezaanse kaas",,Pasta,,,,,,,,,,,,14/05/2024 17:12,14/05/2024 17:12
Budget-friendly meal plan 50/50 Bolognese,,"This big-batch recipe serves 12 – so you can split it into three meals for 4. You can enjoy one lot straight away – simply cook some pasta to serve alongside (see our tip below for spaghetti Bolognese). Cool and freeze the remaining two lots separately. Defrost and enjoy one of these later this week, transformed into a cheat’s cottage pie. Then keep the final batch to defrost and transform into a Sloppy Joe in week 4! Using half lentils and half minced beef or pork here means it’s not only kinder to the planet, but your wallet, too. Packing in a mighty 3 of your 5-a day, this winter warmer is full of the good stuff.",https://www.jamieoliver.com/recipes/beef-recipes/meal-plan-50-50-bolognese/,,,160,12,12,"½ a bunch of rosemary (10g)
6 rashers smoked pancetta or smoked streaky bacon
olive oil
750 g minced beef or pork
8 cloves of garlic
500 g fresh or frozen chopped mixed onion, carrot & celery
5 tablespoons balsamic vinegar
3 x 400 g tins of lentils
4 x 400 g tins of plum tomatoes","Put a large deep casserole pan on a medium-high heat. Pick and finely chop the rosemary leaves, finely slice the pancetta, and place it all in the pan with 3 tablespoons of olive oil, stirring regularly until lightly golden. Stir in the mince, breaking it up with your spoon, and let it brown for 15 minutes, stirring regularly. Peel, finely chop and add the garlic, along with the chopped mixed veg, season with sea salt and black pepper and cook for another 15 minutes, still stirring regularly.
Stir in the balsamic, cook away, then add the lentils, juice and all. Add the tomatoes, scrunching them in through clean hands, then half-fill each of the four tins with water, swirl around and pour into the pan. Bring to the boil, then simmer on a medium-low heat for 2 hours, or until thickened, stirring occasionally. Season to perfection, and enjoy as is, batching up extra portions to stash in the fridge or freezer for future meals.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/jamieoliver.com_recipes_beef-recipes_meal-plan-50-50-bolognese.jpg,553 calories,17.3 g fat,,0.5 g salt,10.3 g sugar,73.8 g carbohydrate,4.2 g fibre,29.3 g protein,,18/05/2024 12:31,18/05/2024 12:31
Chilli con Jamie,,Using brisket in this chilli con carne recipe gives amazing texture and wonderful depth of flavour.,https://www.jamieoliver.com/recipes/beef-recipes/chilli-con-jamie/,,,250,10,10,"2 kg beef brisket trimmed and sliced into 2.5cm thick pieces across the grain
500 ml hot coffee
3 large dried chillies such as ancho, chipotle or poblano
2 red onions
10 cloves of garlic
olive oil
2 heaped teaspoons ground cumin
2 heaped teaspoons smoked paprika
1 heaped teaspoon dried oregano
2 fresh bay leaves
3–4 fresh chillies
2 cinnamon sticks
4 x 400 g tins of plum tomatoes
3 tablespoons molasses or muscovado sugar
3 red, yellow or orange peppers
2 x 400 g tins of beans such as kidney, butter, pinto
soured cream optional","Ask your butcher to trim and slice your brisket for you. If you’re doing it yourself, carefully trim the meat by discarding any fat or silver skin. Cut the meat against, rather than with, the grain into 2.5cm thick pieces.
Make the coffee and, while it’s hot, soak the dried chillies in it for a few minutes to let them rehydrate.
Meanwhile, peel and dice the onions and peel and finely slice the garlic.
Heat a few lugs of oil in your largest casserole pan on a low heat, add the cumin, paprika, oregano, bay and onions. Fry for 10 minutes, until the onions have softened.
Deseed and chop half the fresh chillies. Slice up the rehydrated chillies and add them to the onion mixture along with the chopped fresh chilli, the cinnamon sticks, sliced garlic, a good pinch of sea salt and black pepper and a splash of the chilli-infused coffee.
Stir, then add the rest of the coffee, the tomatoes, breaking them up with the back of a spoon, and the molasses or sugar. Add the pieces of brisket and another good pinch of salt and pepper, cover with a lid and simmer for around 3 hours, stirring occasionally.
After a few hours use 2 forks or a potato masher to break the meat up and pull it apart.
Once you’ve done this, deseed, slice and add the peppers, then drain and add the beans. Leave to simmer with the lid off for 30 minutes, or until the meat is completely falling apart and delicious, stirring occasionally.
Have a taste and season well – if you require a bit more heat (like I would), this is the time to deseed and chop the rest of the fresh chilli and stir it in.
Dollop a big spoonful of soured cream over the chilli (if using), and serve straight from the pan, with fluffy rice, flatbreads or potatoes and a really nice fresh lemony green salad. Don’t forget multiple cold beers! Enjoy.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/jamieoliver.com_recipes_beef-recipes_chilli-con-jamie.jpg,426 calories,13.1 g fat,,1.4 g salt,13.8 g sugar,26.7 g carbohydrate,10.8 g fibre,50.5 g protein,,18/05/2024 12:35,18/05/2024 12:35
Pukka yellow curry,,This budget-friendly chicken drumstick recipe is great value and tastes phenomenal.,https://www.jamieoliver.com/recipes/chicken-recipes/pukka-yellow-curry/,,,75,4,4,"2 onions
4 cloves of garlic
5 cm piece of ginger
2 yellow peppers
1 organic chicken stock cube
1-2 fresh red chillies
½ a bunch of fresh coriander (15g)
1 teaspoon runny honey
1 level teaspoon ground tumeric
2 teaspoons curry powder
8 free-range chicken drumsticks
olive oil
1 x 400 g tin of chickpeas
1 teaspoon tomato purée
1 mug of basmati rice (320g)
1 lemon
fat-free natural yoghurt optional","Peel the onions, garlic and ginger and deseed the peppers.
Put 1 onion, 1 pepper, the garlic and ginger into a food processor. Crumble in the stock cube and add the chilli (deseed it first, if you prefer a milder curry), the coriander stalks, honey and spices, then blitz to a paste.
Place a large casserole pan on a medium-high heat and fry the chicken drumsticks (pull the skin off first, if you prefer) with a splash of oil for 10 minutes, or until golden, turning occasionally with tongs. Remove the chicken to a plate, leaving the pan on the heat.
Roughly chop the remaining onion and pepper and add to the pan to cook for a few minutes, then tip in the paste and let it cook down for around 5 minutes.
Pour in 500ml of boiling water. Drain the chickpeas and add along with the tomato purée and a pinch of sea salt and black pepper, then stir well.
Return the chicken to the pan, pop the lid on, reduce the heat and simmer gently for around 45 minutes, or until the sauce darkens and thickens.
With 15 minutes to go, put 1 mug (320g) of rice and 2 mugs of boiling water into a pan with a pinch of salt and simmer with the lid on for 12 minutes, or until all the liquid has been absorbed.
Serve the curry in the middle of the table with a few dollops of yoghurt (if using) and a scattering of coriander leaves, with lemon wedges for squeezing over and the fluffy rice on the side.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/jamieoliver.com_recipes_chicken-recipes_pukka-yellow-curry.jpg,572 calories,17.2 g fat,,0.8 g salt,9.5 g sugar,74.9 g carbohydrate,8.3 g fibre,33.8 g protein,,18/05/2024 12:40,18/05/2024 12:40
Bloemkoolgnocchi met camembert en truffel,,"Eva: “In de Franse keuken duidt de term ‘dubarry’ op de aanwezigheid van bloemkool. Die benaming heeft van doen met gravin Madame Marie-Jeanne Bécu du Barry, een beroemde Franse schoonheid en maîtresse van Lodewijk XV. Waarom zij wordt geassocieerd met bloemkolen staat nergens vermeld, maar laat zich met een beetje fantasie raden. Ze had hele grote… Omdat ik zo hou van het gebakken smaakje van bloemkool, en omdat zowel het Franse als het Hollandse land van die oogverblindende, grote exemplaren leveren, maak ik regelmatig gnocchi op z’n dubarry’s. Overigens liep het met Madame du Barry niet goed af, op haar vijftigste kreeg ze de strop. Gelukkig is ze dankzij de bloemkolen niet vergeten.”",https://www.foodiesmagazine.nl/recepten/bloemkoolgnocchi-met-camembert-en-truffel/,45,,45,4,4,"700-800 g bloemkool (in roosjes)
100-120 g speltbloem (+ iets om te bestrooien)
40 g geraspte Parmezaanse kaas (+ iets om te garneren)
3½ el olijfolie
½ tl zout
peper
50 g rucola
¼ camembert (in plakjes van 1 cm)
2-3 tl truffeltapenade
1-2 tl truffelolie
schone theedoek","Kook of stoom voor de gnocchi de bloemkoolroosjes in 5-7 minuten beetgaar. Schep ze uit de pan en bewaar het kookvocht. Verspreid de bloemkoolroosjes over een schone theedoek, laat iets afkoelen, en knijp er dan zoveel mogelijk vocht uit. Dit vraagt wat knijpkracht, maar is belangrijk – van te natte bloemkool maak je geen goede gnocchi. Doe de uitgeknepen bloemkool in een keukenmachine en maal fijn. Meng er 100 gram van de speltbloem, de Parmezaanse kaas en ½ eetlepel olijfolie door. Breng op smaak met het zout en wat peper.
Bestrooi een werkblad met speltbloem. Vorm het deeg met je handen, maar zonder te kneden, tot een bal. Het deeg is kleverig maar
hoort nét werkbaar te zijn. Voeg indien nodig meer speltbloem toe. Verdeel het deeg in 5 gelijke stukken. Rol een stuk uit tot een rol van 1-1½ centimeter dik. Snijd die met een scherp mes in stukjes van 2 centimeter. Ga zo door met de rest van de stukken deeg.
Breng het kookwater van de bloemkool weer aan de kook. Voeg ruim zout toe, en kook de gnocchi tot ze aan de oppervlakte drijven. Schep ze voorzichtig uit de pan en doe ze over in een vergiet. Laat rustig uitlekken. Dep de gnocchi een beetje droog met keukenpapier.
Verhit 3 eetlepels olijfolie in een koekenpan en bak de gnocchi op laag vuur in 4-5 minuten aan weerszijden goudbruin. Schep ze op een schaal, spreid voor de garnering de rucola erover uit en verdeel de plakjes camembert erover. Schep daarop de truffeltapenade, en druppel wat truffelolie over het geheel.","Pasta, Vegetarisch",,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/foodiesmagazine.nl_recepten_bloemkoolgnocchi-met-camembert-en-truffel.jpg,,,,,,,,,,15/03/2024 17:48,15/03/2024 17:48
Kerryann’s hidden vegetable pasta sauce,,"This is my all-time favourite recipe and a great way to get my kids eating vegetables. If you have a couple of fresh rosemary or thyme sprigs lying around, chuck them in too for added flavour.",https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-hidden-vegetable-pasta-sauce/,,,120,,3 litres,"2 medium onions
4 cloves of garlic
1 large leek
3 medium carrots
2 sticks of celery
2 tablespoons olive oil
250 g closed cup or chestnut mushrooms
2 medium courgettes
2 medium aubergines
1 tablespoon dried oregano
4 tablespoons tomato purée
1 fresh bay leaf
2 x 400 g tins of chopped tomatoes or 2 x 500g cartons of passata
1 teaspoon caster sugar
850 ml organic vegetable stock","Peel and very roughly chop the onions, garlic and carrots, and trim the leek and celery, then blitz in a food processor until finely chopped (if you want your sauce a little chunkier, coarsely grate them instead, using a box grater).
Heat the oil in your largest heavy-based pan over a medium heat, then add the onion mixture and fry for 10 minutes, or until softened, stirring occasionally.
Finely chop the remaining vegetables (again, coarsely grate, or roughly chop by hand for a chunkier sauce), then add to the pan and fry over a low heat for a further 20 minutes, or until softened, stirring occasionally.
Stir in the oregano, tomato purée and bay leaf, fry for 2 to 3 minutes, then pour in the chopped tomatoes or passata.
Add the sugar and vegetable stock (I try to use homemade stock, but if you’ve only got stock cubes, that’s fine too), then cover and let it bubble away over a low heat for 30 minutes to 1 hour, stirring occasionally – the longer you cook it, the more the flavour will develop as it reduces and thickens.
When it’s ready, fish out the bay leaf and season to how you like it (it’s important to season the sauce right at the end – it will thicken and intensify in flavour as it cooks, so you might find it’s salty enough already).
Divide the sauce between freezer-proof containers and leave to cool, then label and pop into the freezer for up to 3 months, to use whenever you like. This is great as a simple pasta sauce or in my lasagne, with simple spaghetti & meatballs or as a tasty base for pizza.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/jamieoliver.com_recipes_vegetables-recipes_kerryann-s-hidden-vegetable-pasta-sauce.jpg,220 calories,6.7 g fat,,1.3 g salt,23 g sugar,29.4 g carbohydrate,7.1 g fibre,10.6 g protein,,18/05/2024 12:42,18/05/2024 12:42
Pasta aglio e olio,,Pasta aglio e olio en een van de eenvoudigste pastagerechten maar is heerlijk en makkelijk om te maken. Zeker een aanrader voor een snel maal!,https://miljuschka.nl/pasta-aglio-e-olio-oftewel-pasta-met-olie-en-knoflook/,10,15,25,,6 portie(s),"500 gr spaghetti
6 teentjes knoflook (dungesneden)
120 ml goede olijfolie
1 tl chili vlokken
3 takjes verse peterselie (fijngesneden)
Vers gemalen zwarte peper
Zout
Parmezaanse kaas geraspt naar smaak ((optioneel))","Breng een grote pan met water aan de kook met zout. Kook de spaghetti en roer af en toe om zeker te weten dat de strengen pasta los blijven.
Afhankelijk van je pasta soort zal dit 10-12 minuten duren. Zorg dat de pasta al dente is.
Terwijl de pasta kookt rooster je de knoflook langzaam op medium hoog vuur in de olijfolie.
Dit zal ongeveer tien minuten duren als je het goed wilt doen. Doe de knoflook en olie in een koude pan en zet die op het vuur. Zet het lager zodra de olijfolie een beetje begint te bubbelen. Kook tot de knoflook goudbruin is geworden. Verwijder van het vuur
Als je chili vlokken gebruikt roer je die direct door de pasta.
Als je verse chili peper gebruikt, zorg dan dat het flinterdun is gesneden en roer dit door de pasta.
Giet de olijfolie en de knoflook op de pasta, doe de peterselie erbij en de helft van de geraspte kaas en roer om te combineren.
Serveer de pasta met de rest van de parmezaanse kaas.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/miljuschka.nl_pasta-aglio-e-olio-oftewel-pasta-met-olie-en-knoflook.jpg,490,21 g,,6 mg,2 g,63 g,3 g,11 g,,11/06/2024 19:28,11/06/2024 19:28
Vitello tonnato,,Een lekker en simpel Italiaans voorgerecht is vitello tonnato. Vitello tonnato maken is echt een fluitje van een cent.,https://uitpaulineskeuken.nl/recept/vitello-tonnato#recept,5,5,10,,Voor 4 personen,"300 gr gebraden kalfsfricandeau (in plakken)
1 blikje tonijn (uitgelekt)
4 el mayonaise
1/2 citroen
2 el kappertjes
Gemengde salade
Peper en zout","# Zo maak je het:
 Maak een gladde saus van de tonijn, de mayonaise en het sap van een halve citroen. Je kunt dit het beste doen met een staafmixer of keukenmachine. Breng de saus op smaak met wat peper en zout.
 Leg een paar plakjes kalfsfricandeau op een bord. Dresseer de tonijnsaus over de fricandeau.
 Garneer de vitello tonnato met de kappertjes en wat gemengde salade.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/uitpaulineskeuken.nl_recept_vitello-tonnato_recept.jpg,,,,,,,,,,11/06/2024 19:29,11/06/2024 19:29
Tagliata di manzo met rucola en Parmezaanse kaas,,"Tagliata di Manzo is een echte Italiaanse klassieker wat bij veel Italianen in de zomer op tafel staat. Dun gesneden ossenhaas met rucola met Parmezaanse kaas. Eenvoudig klaar te maken en zo op tafel.

Notes:
Wat is de herkomst van de tagliata di manzo?
De tagliata werd in 1973 in Pisa uitgevonden door de chef-kok Sergio Lorenzi die de klassieke Florentijnse steak in een nieuw jasje wilde steken. Er wordt gezegd dat een nobele vrouw uit Arezzo, die dol was op vlees, er voor het eerst om had gevraagd.
Ze vroeg Lorenzi het vlees voorgesneden te serveren, vanwege een ontwrichting van haar pols door een val van een paard. De ossenhaas (of entrecote) wordt gesneden, ’tagliata’, in plakjes van enkele millimeters dik en geserveerd, met verschillende lekkernijen. Van rucola en parmezaan tot gebakken aardappelen.
Het vlees is meestal medium/rare gebakken, met een korst aan de buitenkant en een roze hart. De tagliata is uitstekend in combinatie met een mooie rode wijn met karakter.",https://tuindiner.nl/tagliata-di-manzo-met-rucola-en-parmezaanse-kaas/,10,6,16,,4 personen,"600 gram ossenhaas (in sneetjes van 2 cm gesneden) - ((of diamant/joden haas))
1 theelepel Dijon mosterd
6 eetlepels Olijfolie
2 eetlepels Balsamico azijn
1 eetlepel citroensap
200 gram rucola
zout en peper - ((naar smaak))
Parmezaanse kaas (geschaafde plakjes) - ((naar smaak))","Laat de ossenhaas op een gloeiendhete grillpan kort aan alle kanten grillen. Snijd ze vervolgens in dunne plakjes en doe deze in een kom.
Voeg aan het vlees de dressing van mosterd, olijfolie, zout, peper, citroensap en balsamico toe. Meng goed door en dek de kom voor 3 minuten af met een deksel of folie zodat alle smaken goed kunnen intrekken.
Verdeel de ossenhaas plakjes gelijk over de 4 bordjes en strooi hier nonchalant de rucola overheen op en maak het gerecht af met geschaafde Parmezaanse kaas.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/tuindiner.nl_tagliata-di-manzo-met-rucola-en-parmezaanse-kaas.bin,1115,101 g,,,,6 g,1 g,48 g,,11/06/2024 19:30,11/06/2024 19:30
De allerlekkerste tiramisu,,De lekkerste tiramisu geef ik je hier. Mijn favoriete versie en die is ongetwijfeld niet helemaal traditioneel maar zeker niet minder lekker!,https://miljuschka.nl/de-allerlekkerste-tiramisu/,15,240,255,,8 portie(s),"5 eidooiers
6 el suiker
450 gram mascarpone
4 el amandellikeur
rasp van 1 limoen eventueel een beetje sap
3 dl sterke versgezette koffie
300 g lange vingers
1 reep pure chocola
cacao poeder","Klop de eidooiers met de suiker samen tot een luchtige lichtgele massa.
Doe de mascarpone in een kom en roer dit eerst even een beetje los met een vork. Voeg 1 eetlepel van de amandellikeur en de rasp van de limoen toe en roer dit goed door.Doe eventueel een heel klein scheutje limoensap erbij als je het wat frisser wilt houden. Vouw de eidooiers door de mascarpone tot het een geheel is.
Meng de koffie met wat water (ongeveer 1 dl) en doe de andere 2 eetlepels likeur er ook door.
Doop de lange vingers stuk voor stuk even in het koffiemengsel en leg ze naast elkaar in een platte ovenschaal. (rechthoekig of vierkant)
Als de bodem bedekt is verdeel je de helft van je mascarpone mengsel eroverheen. Maak vervolgens een tweede laag met de lange vingers (weer in de koffie dopen) en schep de andere helft van het mascarpone mengsel eroverheen.
Strijk de bovenkant glad, bedek met plasticfolie en laat dit minstens 4 uur maar het liefst een hele nacht opstijven in de koelkast. Voor serveren bestrooi je het met wat cacaopoeder en geraspte chocolade.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/miljuschka.nl_de-allerlekkerste-tiramisu.jpg,522,34 g,261 mg,94 mg,13 g,38 g,1 g,10 g,,11/06/2024 19:37,11/06/2024 19:37
spaghetti tetrazzini pasta met kip en paddestoelen uit de oven,,"Ik herinner me nog goed dat ik voor de deur van de pub van mijn ouders eens een schattig oud stel ontmoette dat me, toen ze hoorden dat ik naar Italie zou gaan, op het hart drukte toch vooral een keer kalkoen tetrazzini klaar te maken. Ik had geen idee waar ze het over hadden, maar stuitte in een oud Italians kookboek toevallig op een recept voor kip tetrazzini en het is super - een beetje rommelig, maar verrukkelijk! Hier is mijn versie...",Jamie’s Italie,,,,,,"20 g of een klein handje gedroogde
porcini (eekhoorntjesbrood)
olijfolie
4 kippenbouten, ontbeend, ontveld en in
hapklare stukjes gesneden
zeezout en zwarte peper uit de molen
2 tenen knoflook, gepeld en in dunne
plakjes gesneden
350 g of 2 handenvol gemengde verse
paddestoelen, schoongemaakt en in stukken
gescheurd
2 dl witte wijn
450 g gedroogde spaghetti
5 dl slagroom
een stuk van 200 g Parmezaanse kaas, geraspt
een takje verse basilicum, alleen de blaadjes","Verwarm de oven voor op 200 °C/ gasovenstand 6. Doe de porcini in een kom en giet er zoveel water bij dat ze net onder staan (ongeveer 1,5 dl). Laat ze een paar minuten wellen. Zet een pan op het vuur die zo groot is dat alle ingredienten erin kunnen en giet er een scheutje olijfolie in. Bestrooi de stukjes kip met peper en zout en bak ze rondom bruin in de olie. Laat de porcini uitlekken, bewaar het weekvocht en doe ze samen met de knoflook en de verse paddestoelen bij de kip in de pan. Giet de wijn en het vocht van de porcini erbij en zet het vuur laag. Laat het zaakje zachtjes pruttelen tot de stukjes kip gaar zijn en de wijn een beetje is ingekookt.
Kook ondertussen de spaghetti in een ruime hoeveelheid gezouten kokend water gaar volgens de aanwijzingen op de verpakking en laat de pasta goed uitlekken. Giet de room in de pan met de saus, laat de saus tot tegen de kook aan komen en zet het vuur uit. Breng de saus op smaak met royaal zout en zwarte peper uit de molen. Doe de uitgelekte spaghetti bij de saus in de pan en hussel goed. Doe driekwart van de Parmezaanse kaas en alle basilicum erbij en roer goed. Doe de pasta over in een ovenvaste schaal of pan met antiaanbaklaag, strooi er de helft van de resterende geraspte kaas over en zet de schaal in de oven tot de bovenkant van de pasta goudbruin en krokant is en de kaas borrelt. Verdeel het gerecht over de borden, sprenkel er extra vierge olijfolie over en bestrooi het vlak voor het serveren met het laatste restje kaas.",Pasta,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/50AB26A2-E456-4DC0-B004-4E9CC8C28E0B.jpg,,,,,,,,,,19/06/2024 10:25,19/06/2024 10:25
Risotto si finocchi con ricotta e peperoncino,,"Ik vind venkel een erg lekkere, fijne en ondergewaardeerde groente. Venkel past heel goed bij de ricotta in dit recept en heeft een heerlijk zoetje. Koop alsjeblieft niet van die goedkope ricotta die je in veel supermarkten ziet - let erop dat de kaas luchtig en kruimelig is. Als je pech hebt en geen ricotta kunt vinden, is verse geitenkaas ook een verdomd lekker alternatief.",Jamie’s Italië,,,,,,"een halve theelepel venkelzaad zeezout en zwarte peper uit de molen
extra vierge olijfolie
1 x het recept voor risotto bianco
2 tenen knoflook, gepeld en in dunne (zie pagina 130)
plakjes gesneden
2 kleine rode Spaanse pepertjes
2 venkelknollen, in dunne plakjes
4 eetlepels lekker kruimige ricotta
gesneden, de groene topjes apart de geraspte schil en het sap van 1 citroen
gehouden
stuk Parmezaanse kaas om te raspen","Doe de venkelzaadjes in een vijzel en stamp ze tot poeder. Pak een brede pan, zet hem op het vuur; doe er een flinke scheut olijfolie in, fruit de knoflook en doe de gestampte venkelzaadjes en de gesneden venkel erbij. Strooi er een snuf peper en zout bij en zet het vuur lager. Leg het deksel op de pan en laat het mengsel 20 minuten zachtjes bakken tot de venkel lekker zacht en zoet is.
Begin de risotto bianco op de gebruikelijke wijze en volg het recept tot de rijst halfgaar is. Roer halverwege fase 3 de gebakken venkel door de rijst en laat de risotto doorkoken tot de rijst perfect gaar is.
Stamp de gedroogde pepertjes in de vijzel tot een fijn poeder. Voeg in fase 4, als je de boter en Parmezaanse kaas door de risotto roert, de verkruimelde ricotta en de geraspte citroenschil toe. Proef of er nog zout of peper bij moet en breng de smaak van de venkel in evenwicht met zoveel citroensap als je denkt dat nodig is. Verdeel de risotto over de borden, strooi de venkeltopjes en de verpulverde Spaanse pepers erover. Rasp er aan tafel een beetje Parmezaanse kaas over.",Risotto,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/1CB5B077-CD3D-4FD1-9D90-EA09047E4610.jpg,,,,,,,,,,19/06/2024 10:28,19/06/2024 10:28
